닉네임,댓글,좋아요수,날짜
ZICO,"너무 재밌었습니다! 👍
쯔철님에게도 안부 전해주세요^^",21개,2020. 5. 23.
TeaspoonMouthfulofSuga,"""You are a top star scared of a little camera?"" 😂😂",18개,2020. 5. 23.
PreciousAnn,I never knew this was possible 😂 I literally wanted Im Hyunsik of BTOB to collab with her,14개,2020. 5. 23.
CSJ,아니 지코 본인이 오니까 저작권 걱정안하고 지코노래 개많이 써ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,186개,2020. 5. 23.
LisaJibootynono,"He’s so adorable, I’d like to buy one of him please🙏",82개,2020. 5. 23.
Julesatthetable,I never really paid attention to Zico but I love how he kept trying to make conversation and taught her the dance with the food! It’s so funny and cute,83개,2020. 5. 23.
AngelAllanic,"Ohmygod everytime she pretends to be her own family member, I kinda of die a little inside 😂😂😂😂😂",66개,2020. 5. 23.
보급,ㅇㅏ니 아무리봐도 걍 널널한 초록 맨투맨인거같은데 뭐지 ... 왜케 힙하고 멋있지 .. 얼굴이 다하는건가,200개,2020. 5. 23.
박담,뭐야뭐야 이 설레는 조합 뭐야????????!,460개,2020. 5. 23.
민이,"뭔가 둘이 어색한데 편해보이고 낯을 가리는데 자연스러워 보이는 이느낌 뭐지...??






+헐 하루만에 2천명이나 공감을 해주시다니!!! 
감사합니당😄",25개,2020. 5. 23.
임하균,떡볶이 만들 때 국물 넘치는건 봤어도 떡이 넘치는건 첨봤다 ㄷㄷ,187개,2020. 5. 23.
민현,와 지코 뭐야 존잘 ㅋㅋ 그리고 생각보다 더 순둥하고 옆사람 잘 맞춰준다,380개,2020. 5. 23.
앙기모띠주는나무,둘이 어색할줄 알았는데ㅋㅋㅋㅋㅋㅋㅋㅋ뭔가 둘다 순수해보이고 재밌음ㅋㅋㅋㅋㅋㅋㅋㅋ,287개,2020. 5. 23.
최영은,원래 지코 그냥 유재석같은 호감 연예인이였는데 왜이렇게 없던 팬심이생겨서 막 입꼬리가 올라가고그러냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,115개,2020. 5. 23.
바나나우유,내가 뭐라고 썼길래 좋아요 많이 받았는지 궁금하지??ㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎ,14개,2020. 5. 23.
RinaHussen,"Me: ahh... The man is handsome click
Me: ohhh... It zico (inside: wtf!! Omg!!)",186개,2020. 5. 23.
이징징,입꼬리가 내려가질 않아..,628개,2020. 5. 23.
byunbaeks,zico is so friendly i loved their chemistry but i wish the video was longer :(,63개,2020. 5. 23.
accywisangastri,"the way zico talk a lot and give her random question, its makes tzuyang feel not awkward, love it",239개,2020. 5. 23.
