닉네임,댓글,좋아요수,날짜
신성조,저 저도 어그로 썸네일 한번 써보고 싶었다구요!,94개,2020. 5. 10.
양시후,"개꿀 컨텐츠!! 하지만 나는 그래픽카드를 이미 2070슈퍼 ㅠㅠ   신교수님 어제 850m / 시소닉gx750 / 게프카맥스로 교체 완료 했습니더~ 써멀도 추천해주신 z9로 발랏쥬. 이게 웬일일까요.. 에센코어 클레브 램이라 오류검출 됬던 3600램오버가 오류검출이 안되고, 실사하고 있고, 케이스 써멀 메인보드 바뀌었다고, 메인보드 전원부는 72-> 43도로 , cpu온도는 73에서 64로 떨어졌습니다. 케이스 써멀 추천 너무 감사합니다",5개,2020. 5. 10.
떡밥강화,"18:10 [총정리]  <- 급하신 분들은 이것만 보셔도 됨.
 
4:01 [하이엔드]
 
6:56 [퍼포먼스]
7:19 RX 5700XT
9:27 RTX 2070 FE
10:28 RTX 2060 SUPER
11:10 RX 5700
11:49 RX 5600 XT F (VEGA 64는 패스)
13:16 RTX 2060 FE
 
14:00 [미들 레인지 추천 제품들]
14:15 RX 570   vs    GTX 1650 SUPER
15:28 1660 & 1660 SUPER
 
16:09 [*미들 레인지 비추천제품들 이유]
 
17:23 [게이밍 용도로 쓰기 부적합한 제품들]",58개,2020. 5. 10.
,"1등이다 기분이좋다 그래피카드 영상 
너무좋고",5개,2020. 5. 10.
엽이,"늘 좋은 영상,  도움이 되는 영상 업로드 해주시는 신성조 채널 응원 합니다!!!!  2060super 불량 환불 받고 2070super 지를때 신성조 채널 영상이 정말 도움 많이 되었어요!   2070s로 지른길 잘했다 생각이 들어요",2개,2020. 5. 10.
Somegoodpain,1650S 가 진짜 미친놈같아요.,8개,2020. 5. 10.
TEDMASTER테드마스터,잘보고 갑니다~~~,2개,2020. 5. 10.
JJTiot,항상 좋은 자료 감사합니다.,1개,2020. 5. 10.
Unizen07GD,표만남이 돌아왔다,1개,2020. 5. 10.
건이,선 좋아요 후 시청 ㅡㅡㅋ,2개,2020. 5. 10.
눅이,좋은 영상입니다!,1개,2020. 5. 10.
jinukpark,2070S 슈퍼 존버로 3000 버티는중 ....,2개,2020. 5. 10.
햄티리,흠.. 1070으로 계속 존버하는걸로 결정,1개,2020. 5. 10.
polce,전 썸네일 재밌었어요 ㅋㅋ 이런거 좋아요,1개,2020. 5. 10.
끼에엑,5월자가나왔누,1개,2020. 5. 10.
친구허파,"어그로 썸네일 응원합니다. 어서 구독자랑 클릭수 늘어나서 수입이 늘어나야 더 좋은영상 올라오죠
그리고 3300x테스트할 기회가 있으면 smt끄고하는것도 해 주셔요",0개,2020. 5. 10.
JiminKim,2070super 샀는데 너무 맘에듭니다 ㅎㅎ,1개,2020. 5. 10.
JHS,"좋은 정보 영상 감사합니다.


믿고보는 신성조~~!!",0개,2020. 5. 10.
catgangster,"570의 가격이 다시 내렸지만 1650s가 가격 안정화 되면서 슬슬 그쪽으로 많이 넘어가게 되겠군요.
얼른 3000번대 나와서 새로운 세대의 모습을 보여줬으면 좋겠습니다. +_+",0개,2020. 5. 10.
방울이,행님 최고!!,0개,2020. 5. 10.
정필,"그래픽카트에 관해 컴알못도 쉽게 이해할 수 있게 한 눈에 알아보게 가르쳐주시는 영상은 이 영상이 최고인 거 같네요. 교수님! 덕분에 많이 배우고 갑니다.
구독과 좋아요는 작은 선물입니다. ㅎㅎ",0개,2020. 5. 10.
junkim,잘보고있습니다,0개,2020. 5. 10.
rad0718,N당이 똑똑한게 '2060 가격인하 정책'때문에 A당 '주력 라인업 가격'이 애매해짐............그냥 RX570으로 버티는 중........,0개,2020. 5. 10.
안상건,정보만으로도 항상 알차고 재밌게 보고있어요~,1개,2020. 5. 10.
함민수,선생님 감사합니드아아앙,0개,2020. 5. 10.
강,요고만 기다렸다구~,0개,2020. 5. 10.
