닉네임,댓글,좋아요수,날짜
임재연,ㅠㅠㅜ 비단님이 없다는 부분에서 아쉬우면서도 사배님 성공한 모습에 눈물 광광 흘리고 갑니다... 언니 더 더 성공하세요 ㅠㅠㅠ,18개,2020. 5. 20.
누구게,자수성가의 표본..최고의 여자 최고다!!!! 언니를 보며 내일을 더 의욕적으로 보낼 수 있게 돼요 사랑해요 제가 다 행복해요..❤️,1개,2020. 5. 20.
ABella,"사배언니 아프리카 때부터 봐왔는데 점점 업그레이드 되는 집에 벅찬 감동 
정말 자수성가의 아이콘이에요",16개,2020. 5. 20.
June,진짜 성공한여자가 좋은집 사는영상 너무너무너무 재밌다... 진짜 너무재밌어요ㅠㅠㅠㅠ스킵한번도 안하고 쭉봤어요 캬.... 사배뽕에취한다;;,381개,2020. 5. 20.
사탕박하,집 완전  고급스러운 호텔로비같으면서도 모던하면서도 빈티지스러우면서도 우드 느낌 나서 너무 좋은 거 같아요!! 팔색조 같은 매력... 언니도 너무 예쁘시자나여!!,886개,2020. 5. 20.
범고래,크 3평원룸에서 시작해서 인테리어 디자이너와 함께 꾸미는 집까지 정말 열심히 달려오셨군요 사배님🌱,445개,2020. 5. 20.
Jiajia,이렇게 집인테리어 이쁘게 했는데 나혼자산다 안나오면 섭하죠오!! 나혼자산다에도 나와줘요ㅠㅠ사배언니🥺💗💗,400개,2020. 5. 20.
뮤뮤,3평원룸에서.. 자수성가의 대명사 이사배 😭 언니처럼 성공해야지..!💪,529개,2020. 5. 20.
안녕히계시영,나혼자산다 나왔으면 좋겠당 ㅠㅠㅠ,31개,2020. 5. 20.
슈팅스타먹는보키,""" I LOVE RISABAE """,579개,2020. 5. 20.
adeliaj,언니 좋은 집에서 사는 걸 보니 제가 다 뿌듯하고 감격스러워요...ㅠㅠㅠㅠㅠ 우리 오래오래 함께해요,549개,2020. 5. 20.
마바사가나다라,찍으시는분도 그렇고 편집하시는분 모든 직원분들이 사배쓰랑 케미가 좋은거같아욬ㅋㅋㅋ 제지당하고 하찮을때 매력폭발인 사배님...♡ 그걸 너무 잘살려주세요 ㅋㅋㅋㅋ 오늘 영상도 너무 재미있었어요 로망의 집으로 이사하신걸 정말 축하드려요 우리 사배님 꽃길만 걸으세요♡♡♡♡,717개,2020. 5. 20.
나응,"크흡...우런니 열심히 달려온 날들이 파노라마처럼 촤라라라라 같이 보이는듯해요~ 괜시리 감동..눈물콧물 한방울씩 훌쩍🤧
취향 한껏 때려박은 홈스윗홈 집들이 아쥬 만죡쓰합니다~ 
우런니 대저택 집들이 찍는날까지 앞으로도 같이 열심히 달려가봐용 화이팅🔥",557개,2020. 5. 20.
김동주,헉 그럼 이제 비단님이랑 따로 사시는건가용??,202개,2020. 5. 20.
한가윤,언니가 진정한 영앤리치ㅠㅠ 언니 나 진짜 죽어ㅠ,220개,2020. 5. 20.
누눈,언니 나혼자산다 나오면 좋겠당....,122개,2020. 5. 20.
키욘,1:10 목소리 ㅈㄴ 심쿵이다,144개,2020. 5. 20.
지희,"저 사배언니가 1:10 ""이따가"" 하는 목소리에 치였어여ㅠㅠ💕💕💕",168개,2020. 5. 20.
김윤주,비단님이 이집에 놀러와서 한번 같이 노는것도 올려주세용,173개,2020. 5. 20.
SL,와 무슨 집이... 언니 좋은 집에 사니까 기분 너무 좋다,122개,2020. 5. 20.
Sof,This is my first time seeing her video. I really like her style and energy! She seems like such an endearing person. She reminds me  a lot of Junkyu from Treasure for both her looks as well as her happy vibe haha!,2개,2020. 5. 20.
leech,"사배님 정말 날이 가면 갈수록 미모가 이뻐지셔서 너무 좋은데 요즘 따라 단발사배가 그립네요^^..... 
혹시 저말고도 단발사배 보고싶으신분 있으실랑가요^^?",189개,2020. 5. 20.
빙빙,언니가 왜 첫인사를 “웰컴투마이홈텔” 이라고 했는지 알겠다.. 인테리어 최고다 진짜 호텔같으면서도 집이가지는 코지함이 곳곳에 묻어있고 언니취향이 가득 있네요! 좋은 집에서 많이 버시고 행복하세요❤️,16개,2020. 5. 20.
JoyJang,와 성공의 냄새.... 진짜 멋있어요!!,95개,2020. 5. 20.
JJ,요즘 같은 시기에 집콕해도 스트레스가 아닌 힐링이될만한 공간이네요 :) 새 집에서 좋은일이 더 많이 생기길 바랍니다 !,32개,2020. 5. 20.
퀸제이,"집은 블랙+화이트, 화이트+그레이가 젤 깔끔하고 이쁘다 생각했는데 화이트+우드, 골드도 너무 촌스럽지 않고 이쁘네여... 넘나리 이쁜 것..",25개,2020. 5. 20.
HYCheon,"자취생으로서 현실 반응: 와 저거 어떻게 다 청소하고 먼지 닦냐
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2개,2020. 5. 20.
지예,꼼꼼히보고싶은데 카메라가 시원하게 보여주질않구먼..,14개,2020. 5. 20.
오늘의집RoomTour,"아니 사배님 집이 너무너무 좋아요ㅠㅠㅠㅠㅠㅠ
사배님의 안목과 센스에 감탄하면서 보다가,
오늘의집에서 산 소품이 등장해서 깜짝 놀랐습니다🤭
저희 서비스 이용해주셔서 너무 감사해요❤ 최고최고👍",11개,2020. 5. 20.
OHIH오힣VLOG,"방에서 잘때 휴가 놀러간 섬에서 아무도 없이 혼자 편하게 경치보면서 누워있는 그런 느낌 날것같아요...!!! 섬 전세낸 느낌! 그리고 시작부터 이사배님 옷 정말 예쁘게 잘 어울려요👍🏼
3평부터 시작하셨는데 지금 이렇게까지 성공한 자수성가 진짜 너무 멋지네요♥️ 
언니는 집을 보여주셨지만 저에겐 할수있다 용기와 격려를 해준듯해요... 저도 로망의 집으로 이사하는 그날까지! 오늘 영상도 잘봤습니당!",46개,2020. 5. 20.
JJU,언니 진짜 잘 되서 이사 간 거 보니까 내가 다 뿌듯해..언니 인테리어도 완전 내 로망이잖아..나도 꼭 성공해서 언니처럼 멋지게 살게! 이사배 최고 멋있어!❣,15개,2020. 5. 20.
횽횽,"7:14 
너무 현실적인 우당탕탕 ㅇㅋㅋㅋㅋㅋㅋ",39개,2020. 5. 20.
새벽별,집들이 영상이라 사배님 열심히 설명하는 모습 너무 귀여운데 집을 와이드샷으로 보여줬으면 해요 ㅠㅠ 찍으시는 분이 사배님한테만 클로즈업해서 사배님이 열심히 설명하는 것들을 제대로 못보는 느낌??,14개,2020. 5. 20.
SL,2:27 카메라는 흔들리지 않는 편안함,25개,2020. 5. 20.
모카MOCA,직원님이랑 케미가 김나영언니랑 지수씨를 연상케해요 ㅋㅋㅋㅋ 사배 언니랑 직원언니도 티키타카 살릴만한 컨텐츠 자주 올라오면 좋을것 같아요❤ 뷰티제품 비롯해서 각종 제품 소개영상 할때? ㅋㅋㅋ,50개,2020. 5. 20.
백인호,전체적으로 발리같은 휴양지 느낌s🏝,4개,2020. 5. 20.
말하는감자,"우리 언니 집 ....... 짱커졌다ㅠㅠ 영앤리치앤뷰티풀앤프리티앤나이스앤러블리 사배언니 최고 앞으로 더 돈길만 걸엉요,,,,",63개,2020. 5. 20.
김정은,저 인센스 홀더 가지고 싶어서 한참 찾았는데. 혹시 저처럼 저 제품 사고싶은분 있을까봐 공유드려요. 해당 제품인지 모르겠지만 OBTJ 리버스 홀더랑 같은 디자인이에요! 인센스 홀더 찾고있었는데. 사배님 덕뿐에 이쁜홀더 알게되서 기뻐여,23개,2020. 5. 20.
모카MOCA,마샬 틀어놓고 헤드뱅잉 뭐야요😂 ㅋㅋㅋㅋㅋ 넘나 이사배스러운것❤ㅋㅋㅋㅋㅋ,78개,2020. 5. 20.
이아름,랜선 집들이 많이 봐왔지만 언니처럼 진심 들떠서 좋아라 하는 분은 또 첨이너요... 왜 내가 뿌듯하죠?ㅋ,5개,2020. 5. 20.
밥쥬세요배고파,1:10 언니 그래서 이 계단은 언제 알랴줄거에요?!?!?!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 후딱 지나가버렸눼에?!?!,10개,2020. 5. 20.
챈쓰,진짜 신남이 1000% 느껴진다ㅋㅋㅋㅋㅋㅋ,49개,2020. 5. 20.
윤어차피우승은뚭,아 얼음 떨어지는거 너무 웃곀ㅋㅋㅋㅋㅋㅋㅋ우당탕탕ㅋㅋㅋ,27개,2020. 5. 20.
SL,6:14 진심이었따...,6개,2020. 5. 20.
흐뭇,"13:47
카펫 디자인이..... :)",5개,2020. 5. 20.
튤립,"14:25 뒤에 소품들 디테일... 하나하나 센스 넘치고 예쁜 집이예요ㅠㅠ
휴양지 호텔?? 펜션?? 느낌나요🌿🤭",4개,2020. 5. 20.
사라앙,꺄악 집 너무 좋다아아앙 빨리 제품방도 디테일하게 보규싶어요:),4개,2020. 5. 20.
우꾸의아기태양,우와 언니 집이 너무 이뻐요- 잘놀다 갑니다-집들이 선물로 맑은 공기 놓고가요-🌝,43개,2020. 5. 20.
