닉네임,댓글,좋아요수,날짜
알통달통TV운동하는여자들,노래 조으다❤❤,3개,2020. 5. 11.
trogentil,Looking good Minsoo  😊,2개,2020. 5. 11.
smilefulgirl,우와 제 최애 노래인뎅 꼭 따라해 볼게용,1개,2020. 5. 11.
klang클랑피아노,학 너무좋아요~~❤,0개,2020. 5. 11.
아이셔,몸매 개멋있어.....!,0개,2020. 5. 11.
최고의강사,멋져 멋져요^^ 화이팅,0개,2020. 5. 11.
newlifekim,"따라할 수 있을 것 같아요
신나는 홈트 감사해요~~^^",0개,2020. 5. 11.
5월30일,해봐야겠어요!!근데 노래가빨리끝나길바랄것같아요ㅎㅎㅎ,0개,2020. 5. 11.
,춤도 잘추시네요 매력 쩔어,0개,2020. 5. 11.
최고의강사,완벽해요 ^^,0개,2020. 5. 11.
겜돌이,나비같아요 몸이 진짜 가벼워보여요 전지금 출산때보다 살이 더 쪄서 ㅜㅜ  영상보며 운동시작합니다 ㅜㅜ,0개,2020. 5. 11.
배금숙,"민수씨  동영상따라할때면 아주즐겁답니당
노래도 동작도 듣기도 동작따라사기도 좋으네요~*",0개,2020. 5. 11.
김대영,처음 보는데 노래틀고 하는거,0개,2020. 5. 11.
Corporation3545,되게 가볍게 하시는데... 저는 팔굽혀펴기 부분에서 포기 바로 실패ㅠㅠㅠ 넘 멋져요 복근 진짜 멋지다...♨️,0개,2020. 5. 11.
곽선미,"우리 민수님은 운동도 항상 신나게~~~
코로나가 있어도 난 민수님 영상보면서 
운동으로 이길거다~~~~
모두들 홧팅~~!!!!!!!!",0개,2020. 5. 11.
