닉네임,댓글,좋아요수,날짜
딴트공말방구실험실,영상에서 다하지 못한 이야기는 https://in.naver.com/ddantgong 말방구 홈에서! 팔로 팔로미!,14개,2020. 4. 15.
BLBR블루베리,"손이 큰 사람한테는 
아이폰 se2 전시용",11개,2020. 4. 15.
팬더자림,이제 타 제조사가 이 폰을 이기려면 녹테가 6개월 만에 생기거나 터지는 수밖에ㅋㅋㅋ,15개,2020. 4. 15.
나의V로그,"0:14 ?:평일에도 말.....
!: 야 이 미친! ㅋㅋㅋㅋㅋ
지금까지 이런 폰은 없었다. 이 폰은 아이폰 8인가? 아이폰 SE2인가?
재미있게 보고 갑니다.😊",7개,2020. 4. 15.
삼성갤럭시버즈플러스,존버 성공! 공신폰 탈출하자!,7개,2020. 4. 15.
x,색상이 적어서 아쉽..,3개,2020. 4. 15.
한재성,아니 1빠가 몇명이야ㅋㅋㅋ,6개,2020. 4. 15.
SampleSamsung,아닠ㅋㅋㅋㅋ 인트로하고 아웃트로 항상 재미있게 봐욬ㅋㅋㅋ 내용 끝날때 까지 기억낰ㅋㅋ,0개,2020. 4. 15.
방민성,55만원에 A13 바이오닉 칩이면 ㄷㄷ하네,1개,2020. 4. 15.
넷상에서는익명쓰,마침 8월달에 폰약정도 끝나니 구매해도 좋을것 같네쇼.,2개,2020. 4. 15.
지누,디자인충인 저한덴 별로..,3개,2020. 4. 15.
똥쟁이,이번거  ㅈㄴ잘만들었다 ㅇㅈ?,2개,2020. 4. 15.
YongJunYoon,ㅎㅎ 존버폰러 추가요^^ 함봐야겠어요 고마워용^^,0개,2020. 4. 15.
yourhome,와 1등 ! 이번엔 알림이 배신하지 않았다 !! 오빠 화이팅,2개,2020. 4. 15.
테리로,브로 근데  무인도 탈출은 언제 하는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 4. 15.
검은우산Blackumbrella,그럼 다음 3세대 se시리즈는 노치 달려 나올까요...?,1개,2020. 4. 15.
MrRenny,아이폰4s에서 드디어 탈출합니다..ㅎ,5개,2020. 4. 15.
볼까볼까해볼까,어머어머se2나온다니!!!!♡♡♡,0개,2020. 4. 15.
띰성,이거 사야징!!~~ㅎㅎ,0개,2020. 4. 15.
루키햄생,동생폰으로 딱인듯.... 나보다좋은폰 ㅂㄷㅂㄷ,0개,2020. 4. 15.
비갈TV,빨리 왔네요 ~,0개,2020. 4. 15.
세종,8쓰다 xs 와서 다시가긴 그렇고 ㅎㅎ 그냥 12나 13 기다려야겠다,2개,2020. 4. 15.
또요미,SE포류3년ㅋㅋ,0개,2020. 4. 15.
스타셀,와 .....갖고 싶ㄷ...,1개,2020. 4. 15.
김민서,아이폰11 64만원에 샀어요😻 사실 8쓰다가 디자인 똑같다는 말 듣고 거기서 거기라거 생각해서 근처 아는 폰가게에서 싸게 샀습니당,0개,2020. 4. 15.
SakoKim,ㅋㅋㅋㅋㅋ2020년에 720p hd해상도 ㅋㅋㅋ,0개,2020. 4. 15.
,국내 가격만 좋음 자급제나 선택약정 생각중🤔,1개,2020. 4. 15.
김정현,배터리이 아쉽고 램이 3GB 예상으로 아쉽,1개,2020. 4. 15.
성남fm김미엘MielKIM,"어 잠깐....
말방구님 살 확 빠지신것 같아요 뭔가
요즘 다이어트 하시나요??? 날렵해진 느낌..피부도 좋아지시고",1개,2020. 4. 15.
승목,오.. 지린다ㄷㄷ,0개,2020. 4. 15.
느린별,삼성 a51 a71 엘지 벨벳 애플 때문에 10만원씩 다운 되것네 ㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 4. 15.
주황버섯,"드디어...
내 갤럭시노트3야 4년동안 수고했다",0개,2020. 4. 15.
Tv기독교,"네 감사합니다.

좋은 정보 감사합니다..",0개,2020. 4. 15.
레오나르도,플러스 모델은 안나오는건가요??? ㅠㅠㅠㅠ,0개,2020. 4. 15.
엔리케TV,존버 힘들었는데 드디어 !,0개,2020. 4. 15.
효진,아이폰8과 상당히 비슷???똑같이 생겼군여ㅡ..ㅎㅎㅎ 거기에 가격도 착하네요 이정도면 살만하다 인즈어엉?????ㅎㅎ👍👍,0개,2020. 4. 15.
momo,"그래도, SK에서 19만원 주고산 내 스냅드래곤845 포코폰이 가성비 최고시다.",1개,2020. 4. 15.
이원준,일찍왔다!!,1개,2020. 4. 15.
성남fm김미엘MielKIM,헐 나오긴 나오는군요 ㄷㄷ 지금까지 몇년동안 말만 나온거였죠?? 급 궁금해지네요.... 족히 5년이상은 된것 같은디;,1개,2020. 4. 15.
한국스나,오늘도 좋은 소식과정보 고맙습니다 역시말방구님 좋은 소식과 영상 감사합니다 영상잘보고가요,0개,2020. 4. 15.
KimDun,지금 폰이 갤럭시 a5 2017 쓰고 있는데 그 다음 폰으로 아이폰으로 생각하고 있습니다. 하지만 애플이 드디어 역대급 가성비 폰을 꺼냈네요 ㅎㅎ 영상 잘 봤습니다.,0개,2020. 4. 15.
사과멍멍이,스그 색상에 3.5단자가 없다는게 정말 ....ㅠ,0개,2020. 4. 15.
JYAUG,인강 보면서 보는 중ㅋㄲ  넘나 희소식이여서 왔어,0개,2020. 4. 15.
임진솔,s7쓰고 있고 아이폰 쓰고 싶었는데 이번에 폰 바꾸기로 한 시기가 다가 오니 고려해봐야 겠다..!!,0개,2020. 4. 15.
Yansiro,세컨폰 및 아이팟 터치용도 ㅆㄱㄴ,0개,2020. 4. 15.
눈솔,점점 중저가 폰 시장이 확장 되어 가는군요,1개,2020. 4. 15.
몰라,애플이 왠일로 이리 싸게,0개,2020. 4. 15.
JinseoPark,애플 미쳤네가 100퍼센트네,0개,2020. 4. 15.
PAMGP,(인트로에서 방전된 폰) 아직도 충전을 못했네,0개,2020. 4. 15.
