닉네임,댓글,좋아요수,날짜
한별Hanbyul,"*광고가 너무 많이 나온다는 댓글이 보여서 추가해요!
광고는 항상 자동설정으로 하고 있습니다!
아마 길이 따라 숫자가 들어가는 걸로 알고 있는데 왜 이번에 많이 들어 갔는 지는 모르겠네요..!?🤧🤧
한번 유튜브에 광고정책이 어떻게 되는 지 문의해 볼게요🙌🏻


별-하🙌🏻🌟


인테리어 영상 반 정도 날아가는 바람에 2주 동안 복구 하고...ㅋㅋㅋㅋ
사실 10분 정도 더 있었는데 큽.. 강제로 짧아졌네요..ㅋㅋㅋㅋㅋ 
중간에 뚝뚝 끊기는 느낌 나도 이해해 주세요... 이게 최선이었습니다...(하얗게 불태웠다...)


평소에 요청이 많았던 인테리어 하는 법 영상 입니다!❤️
사실 스페인집처럼 앤틱 가구를 사고 싶었는데..!
코로나가 터지는 바람에 앤틱샵을 갈 수가 없었어요 엉엉…ㅠㅠ
그래서 전에 알던 디자이너 분의 도움을 빌려 
앤틱 느낌이 나는 기성품으로 대체 했어요!
제가 한국 가구 브랜드를 잘 몰라서 너무 어려웠는데(!)
가격도 훨씬 저렴하고 짱짱 좋았습니다!💓
하나 디자이너님 최고!


중간중간 방이 완성 되거나 다른 방들 새로 꾸미게 되면,
(이미 작업실과 드레스룸은 바뀌고 있는..ㅋㅋㅋㅋ)
또 시리즈로 영상 가져와서 보여드릴게요!❤️


오늘도 놀러와줘서 고마워요!",404개,2020. 5. 16.
csun,"제가 인테리어가 어려운 이유는 !

도니 없어서 입니다 !",968개,2020. 5. 16.
밤비,하 언니 제가 집순이기도하고 원체 제 공간을 소중하게 생각해서 집을 엄~청 중요하게 생각하는데 이번에 자취를 하게 되서 들어온 집이 방음도 잘 안되고 곰팡이도 없는줄 알았는데 피고.. 냉장고 소음에~ 에어컨 구멍도 시공을 잘 안해주셔서 연결 호스 구멍으로 밖도 보이고(이거 막느라 고생좀 했죠 )~ 물론 싼집에 학교 근처니 어쩔수 없지만요..흑흑 근데 언니 영상 보고 열심히 살 동기부여가 생겼어요 돈 많이 벌어서 언니처럼 내 맘에드는 인테리어 깨끗하고 좋은집에서 하기!! 하 새벽에 불타오르고 갑니다 오늘 영상도 너무 좋았어요🥰❤️❤️,16개,2020. 5. 16.
saetbyeol샛별,와 한국집이였구나 진짜 외국같아여..,381개,2020. 5. 16.
InsungJung,전 앤티크한 건 안 좋아하고 모던하고 심플한걸 좋아해서 정말 제 취향은 아닌데요...그럼에도 꾸민 집이 참 멋들어지고 옛날 유럽 왕궁같은 느낌이 들게 인테리어 잘 하신다는 생각은 들었어요. 참 멋지네요!,493개,2020. 5. 16.
isabellaal,I LOVEE THIS AESTHETIC 💛💛,12개,2020. 5. 16.
2ene이네,"에어비앤비 보고 인테리어 참고하는거 진짜 꿀팁이네용!!
근데.. 진짜 그냥 너무너무너무 궁금해서 여쭤보고시픙데
이사하실 때 마다 기존집의 가구들은 다 어떻게 처분하나유...?",123개,2020. 5. 16.
유우,"난 내방정리도 힘든데...진짜 리스펙...
난 인테리어는 고사하고 방을 깨끗하게 유지하는것 만으로도...ㅋㅋㅋㅋㅎㅎ",215개,2020. 5. 16.
AmyOrtega,"I'm currently working in the makeover of my house and my room is the space it's taking me the most effort, I'm struggling at the moment so much so I'm excited for this video! I'll come back once there's subs, tnksm Hanbyul ♡",14개,2020. 5. 16.
지니,"1:05 한별님 특유의 습관 중에 말 하다가 흐 하고 웃는게 넘 사랑스러워요,,, 나같은 포인트에 미쳐있는사람 없나요,,, 흐",214개,2020. 5. 16.
JenK,한별님 집에 러그나 벽난로 있으면 관리가 쉽지 않을 것 같은데 관리나 청소 팁 있나요?!?!,139개,2020. 5. 16.
신효율,"울 언니 못하는 게 뭔지 하나만 말해보라구요,,흑흑😭 공주님이 궁궐꾸미는 거냐구요,,😭",13개,2020. 5. 16.
Hope,"Does anyone know why she was living in Spain?
I'm quite curious since I am spanish :D
Also the house is gorgeous, it's very true that it has a spanish vibe to it! And you made everything look even prettier💜",5개,2020. 5. 16.
WisK,돈이 없어서 진짜 내가 원하는 것들만으로 내 공간을 채울순 없어도 많은것을 보고 내가 원하는 분위기나 느낌 내 취향을 확실히 하는게 참 중요하구나란 생각을 합니다. 그게 결국엔 쓸데 없는데 괜히 눈길을 주지않고  돈과 시간을 아끼는 일이 될듯😌,48개,2020. 5. 16.
