닉네임,댓글,좋아요수,날짜
AvatarSinsa,"А ты тренируешься, перед тем как съесть такие порции? )))",5개,2020. 6. 3.
LeanRobertGonzaga,"I feel like in every episode, tzuyang gets prettier and prettier.",24개,2020. 6. 3.
VannieEats,"Tzuyang looks the cutest eating that giant piece of meat!! It’s so big, and she’s so small, but she devours it all!😍😂",18개,2020. 6. 3.
고기굽는남자,"1:00
Start eating 👍",11개,2020. 6. 3.
LECEYARK,"After watching one vlog of her

: okay I need to see more of her",4개,2020. 6. 3.
강민혁,"역시 사람은 관리를해야 하눈거임 와 저족발은 대박크다 ㅎㅎㅎ 야채를 싫어하는대  볼때마다 
놀라고 잇는 중이에요",7개,2020. 6. 3.
111,하아.... 내가 왜 지금 이걸 눌렀을까......,115개,2020. 6. 3.
MelinaTjioe,i couldn't imagine when shes getting older and still need to eat that much 😂😅,2개,2020. 6. 3.
임은서,저 다리를 가진 돼지가 한 사람에게 먹힐거라고 상상도 못했겠지,253개,2020. 6. 3.
KianaTorres,"Rn, my wisdom teeth and entire mouth are in pain, so I can’t really eat unless it’s soup, and watching this is making my day 😌",1개,2020. 6. 3.
DRnoor,1:02 Start Eating  ❤❤❤,2개,2020. 6. 3.
min2멕시코새댁,머리 묶으니까 뭔가 nae 속이 시원하지 왜? why? 너무 깔끔하고 단정하니 pretty해요,292개,2020. 6. 3.
mcKang,와.... 첫모습 보자마자 머리 묶은거 존예 더 예뻐진거같은데...사랑스럽다,433개,2020. 6. 3.
jewel26,tzuyang is one of the most beautiful mukbangers and no one can change my mind 😩❤️,14개,2020. 6. 3.
ThomasMcDonald,"I never knew that a female putting food in her mouth, and stating how it taste can be so sexy. Good lookin out. LMBO. 🤪🤪🤪🤪 Tommy like.",1개,2020. 6. 3.
Achilles,I'll watch tomorrow since there are no Subtitle XD,16개,2020. 6. 3.
이혜영,"꺄아 쯔양님 족발 먹방 얼마나 기다렸게요 >< ❤️
항상 응원합니다 👏🏻👏🏻👏🏻👏🏻👏🏻",4개,2020. 6. 3.
Tsadibanewfineart,Everything that goes into your mouth looks tasty 😆 I believe If u eat stone it will still look tasty... Love from Nagaland 🤣🤣,1개,2020. 6. 3.
YashaIbrahim,She looks like korean series actress ❤️ she is so pretty n funny. Im watching all her mukbang vedios.,1개,2020. 6. 3.
또또,"머리 묶으니까 많이 이쁘네
음식들 분위기랑도 너무 찰떡이네",167개,2020. 6. 3.
Domifei,💞💞💞😍She is so funny and sweet.,13개,2020. 6. 3.
JapneetKaur,You look good with your hair tied up in a ponytail.🤗😁,25개,2020. 6. 3.
Leila씨,"I'm ready to sleep and then there's Tzuyang's notif popped up...


(❤🇵🇭)",51개,2020. 6. 3.
민우,머리묶으니까 더 귀여워졌네 ㅇ으ㅡ아,34개,2020. 6. 3.
마틴앤코,이야 이렇게 드시는데 살이 안찌는 이유는 뭘까.그리고 소화를 시키는 방법은 뭘까? 나만 이런 생각을 하는건가?,3개,2020. 6. 3.
Likexxx,형님 다이어트중인데 너무함니다 ㅠ,6개,2020. 6. 3.
김지원,머리묶은게 대박이쁨,293개,2020. 6. 3.
윤지,와 ㅠㅠ 진짜 너무 맛있게 드셔서 진짜 저번에도 말했듯이 너무 군침이 ㅠㅠ 진짜 사랑해용ㅠㅠ 쯔양님이랑 만나는게 소원 입니다 ㅠㅠㅜ 근데 만날수있을지 ㅋㅋ 너무 이쁘세요 ㅠㅠ,6개,2020. 6. 3.
윤민국,누나 머리묶은거 진짜 이뻐서 나 죽어..,28개,2020. 6. 3.
야호,11:14 여기 진짜 뭔소리지 이히히ㅣ히 이런소리들리는데,4개,2020. 6. 3.
소소한운동,그래서 이 족발 집 어딥니꽈~,15개,2020. 6. 3.
고기굽는남자,"0:26
주유야...
돌아왔구나!",4개,2020. 6. 3.
기룬,진짜 누나 너무예쁘고 귀여우세여...,11개,2020. 6. 3.
빛날희,"11:14  이히,, 소리 들려요ㅠㅠ ㅎㄷㄷ
족발귀신? 내 다리 내놔 ,, ㅠ
무서운 건 무서운거고  다시 먹는데 집중^^* 넘 커엽",16개,2020. 6. 3.
AlejandraCordova,"that was so scared 😨😨

(From Philippines 👍💗😘",1개,2020. 6. 3.
바바다다,"진짜 맛있게 드시네요 .....
쯔양님 볼때마다 진짜 대단하시네요 👍👍
오늘 먹방도 재밌게 잘 보고 갑니다!",3개,2020. 6. 3.
길준철,"쯔양님 볼때 생각나는거








초록매실",2개,2020. 6. 3.
탐크루즈,쯔양님은 진짜 음식 드실때 찐으로 행복해하시는게 느껴져서 너무 보기좋아요😍😍,2개,2020. 6. 3.
야놀부,"집사람에게 맨날 먹방본다고 욕 먹는데... 최고의 먹방은 쯔양이죠~!!
항상 응원합니다~^^!!",71개,2020. 6. 3.
alltheloveforVanilla,0:44 Tzuyang throwing away the veggies cause it’s too many is such a mood 😂😂,25개,2020. 6. 3.
내안의신TV,와 하하하 전세계 챔피언 표정하나 안변하고 즐기는 상황 과학적으로 미스테리한 이건 설명이 안되는데... 최고! 10명이상 배불리 먹을 음식인데 굿👍,2개,2020. 6. 3.
쏭군SSONGASMR,쯔양 클라스보소~~,4개,2020. 6. 3.
HL에이치엘채널,족발 크기에 압도...ㅎㅎㅎ,8개,2020. 6. 3.
9093,크..... 초록매실 꿀럭꿀럭 눌러서 따를 때부터 이미 미친 타격감ㅋㅋㅋㅋㅋㅋㅋ 명불허전ㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 6. 3.
오홍호,00:38 족발인줄,3개,2020. 6. 3.
폴쉐,사랑스런 우리 정원이 건강하고 행복하자~~~^^,39개,2020. 6. 3.
